report_date,county,county_population,cumulative_cases,cumulative_tests_reportable,cumulative_deaths,cases_7days,tests_reportable_7days,positive_naat_7days,tests_naat_7days,naat_positivity_7days,cumulative_positive_naat,cumulative_tests_naat,positive_ag_7days,census_today,fullyvax_today,partialvax_today,nonvax_today,adddose_today,census_7days_ago,census_change,census_not_fully_vax,census_pct_not_fully_vax,case_rate_weekly,fips,data_updated
10/29/2022,Middlesex,164245,36289,964741,509,128,1554,137,1510,0.0907,39766,898412,44,20,14,1,2,3,11,9,3,0.15,77.9324,7,10/29/2022
10/29/2022,New Haven,864835,240338,4741960,2977,777,12349,888,12185,0.0729,261310,4272988,164,93,57,4,19,13,117,-24,23,0.2473,89.8437,9,10/29/2022
10/29/2022,New London,268554,69185,1414053,728,235,3196,247,3118,0.0792,74743,1286796,78,28,17,1,6,4,30,-2,7,0.25,87.5057,11,10/29/2022
10/29/2022,not_available,,2977,103579,8,10,101,9,99,0.0909,3005,92108,2,,,,,,,,,,,,10/29/2022
10/29/2022,Tolland,149788,26055,529658,299,81,789,63,760,0.0829,27076,484347,29,1,1,0,0,0,2,-1,0,0,54.0764,13,10/29/2022
10/29/2022,Windham,116419,29957,474992,328,80,990,87,974,0.0893,33977,432629,16,7,2,0,3,2,6,1,3,0.4286,68.7173,15,10/29/2022
10/29/2022,Fairfield,957418,247522,4312730,2837,655,8841,747,8743,0.0854,270273,3783483,98,89,30,5,36,18,88,1,41,0.4607,68.4132,1,10/29/2022
10/30/2022,Fairfield,957418,247595,4313702,2837,647,8889,737,8795,0.0838,270358,3784455,94,93,29,7,42,15,83,10,49,0.5269,67.5776,1,10/30/2022
10/30/2022,Hartford,899499,221563,4192467,3291,699,8651,660,8362,0.0789,239917,3729366,289,114,60,3,28,23,133,-19,31,0.2719,77.7099,3,10/30/2022
10/30/2022,Litchfield,185186,38945,764706,486,128,1403,145,1368,0.106,40176,681049,35,12,7,0,1,4,9,3,1,0.0833,69.1197,5,10/30/2022
10/30/2022,Middlesex,164245,36305,964835,509,136,1528,149,1486,0.1003,39786,898506,42,13,10,0,1,2,13,0,1,0.0769,82.8031,7,10/30/2022
10/30/2022,New Haven,864835,240382,4743907,2977,760,13024,876,12874,0.068,261381,4274927,150,91,55,7,18,11,119,-28,25,0.2747,87.878,9,10/30/2022
10/30/2022,New London,268554,69202,1414509,728,232,3387,253,3325,0.0761,74769,1287250,62,23,12,1,4,6,29,-6,5,0.2174,86.3886,11,10/30/2022
10/30/2022,not_available,,2971,103621,8,9,100,9,98,0.0918,3006,92177,2,,,,,,,,,,,,10/30/2022
10/30/2022,Tolland,149788,26064,529709,299,79,792,66,768,0.0859,27083,484400,24,2,2,0,0,0,1,1,0,0,52.7412,13,10/30/2022
10/30/2022,Windham,116419,29970,475026,328,83,1042,91,1026,0.0887,33993,432664,16,6,1,0,3,2,10,-4,3,0.5,71.2942,15,10/30/2022
10/31/2022,Fairfield,957418,247625,4314075,2837,586,8556,685,8480,0.0808,270402,3784828,76,90,34,4,38,14,82,8,42,0.4667,61.2063,1,10/31/2022
10/31/2022,Hartford,899499,221593,4192874,3291,649,8513,637,8270,0.077,239945,3729802,243,112,66,2,22,22,124,-12,24,0.2143,72.1513,3,10/31/2022
10/31/2022,Litchfield,185186,38950,764811,486,118,1371,134,1338,0.1001,40182,681152,33,10,7,0,0,3,11,-1,0,0,63.7197,5,10/31/2022
10/31/2022,Middlesex,164245,36319,964919,509,129,1488,146,1449,0.1008,39801,898589,39,10,8,0,1,1,15,-5,1,0.1,78.5412,7,10/31/2022
10/31/2022,New Haven,864835,240429,4744914,2977,712,12993,851,12856,0.0662,261463,4275935,137,90,48,7,24,11,128,-38,31,0.3444,82.3278,9,10/31/2022
10/31/2022,New London,268554,69219,1414858,728,220,3383,246,3329,0.0739,74786,1287598,54,24,16,0,5,3,28,-4,5,0.2083,81.9202,11,10/31/2022
10/31/2022,not_available,,2974,103646,8,7,99,8,98,0.0816,3003,92174,1,,,,,,,,,,,,10/31/2022
10/31/2022,Tolland,149788,26068,529736,299,75,770,63,747,0.0843,27089,484426,23,2,2,0,0,0,1,1,0,0,50.0708,13,10/31/2022
10/31/2022,Windham,116419,29976,475405,328,81,1039,90,1023,0.088,34002,433042,16,10,4,0,3,3,8,2,3,0.3,69.5763,15,10/31/2022
11/01/2022,Fairfield,957418,247743,4315664,2839,580,7828,665,7732,0.086,270527,3786359,96,90,32,5,36,17,90,0,41,0.4556,60.5796,1,11/01/2022
11/01/2022,Hartford,899499,221655,4194076,3294,548,7196,565,7007,0.0806,240033,3730964,189,118,68,2,27,21,132,-14,29,0.2458,60.9228,3,11/01/2022
11/01/2022,Litchfield,185186,38976,764946,488,112,1205,127,1180,0.1076,40214,681287,25,11,8,0,0,3,12,-1,0,0,60.4797,5,11/01/2022
11/01/2022,Middlesex,164245,36347,965137,511,131,1423,143,1385,0.1032,39825,898797,38,12,9,0,1,2,13,-1,1,0.0833,79.7589,7,11/01/2022
11/01/2022,New Haven,864835,240549,4746599,2980,648,12324,797,12201,0.0653,261608,4277614,123,90,46,9,24,11,137,-47,33,0.3667,74.9276,9,11/01/2022
11/01/2022,New London,268554,69256,1415237,730,208,3238,231,3187,0.0725,74829,1287969,51,26,17,0,6,3,31,-5,6,0.2308,77.4518,11,11/01/2022
11/01/2022,not_available,,2978,103671,8,4,107,5,107,0.0467,3009,92221,0,,,,,,,,,,,,11/01/2022
11/01/2022,Tolland,149788,26080,529823,299,60,720,60,705,0.0851,27106,484505,15,2,2,0,0,0,1,1,0,0,40.0566,13,11/01/2022
11/01/2022,Windham,116419,29981,475932,329,75,971,87,955,0.0911,34013,433568,16,6,2,0,1,3,7,-1,1,0.1667,64.4225,15,11/01/2022
11/02/2022,Fairfield,957418,247831,4317266,2839,567,7638,645,7541,0.0855,270627,3787942,97,91,41,6,31,13,92,-1,37,0.4066,59.2218,1,11/02/2022
11/02/2022,Hartford,899499,221779,4196083,3294,488,7411,570,7285,0.0782,240171,3732955,126,128,77,1,32,18,144,-16,33,0.2578,54.2524,3,11/02/2022
11/02/2022,Litchfield,185186,38995,765229,488,97,1209,115,1188,0.0968,40231,681565,21,10,7,0,0,3,18,-8,0,0,52.3798,5,11/02/2022
11/02/2022,Middlesex,164245,36367,965487,511,124,1387,128,1350,0.0948,39845,899149,37,17,12,0,1,4,11,6,1,0.0588,75.497,7,11/02/2022
11/02/2022,New Haven,864835,240649,4749151,2980,565,11426,732,11326,0.0646,261751,4280149,100,91,51,6,23,11,129,-38,29,0.3187,65.3304,9,11/02/2022
11/02/2022,New London,268554,69294,1415893,730,200,3340,225,3299,0.0682,74868,1288627,41,22,13,0,6,3,36,-14,6,0.2727,74.4729,11,11/02/2022
11/02/2022,not_available,,2976,103729,8,4,109,5,109,0.0459,3011,92257,0,,,,,,,,,,,,11/02/2022
11/02/2022,Tolland,149788,26099,530044,299,58,758,59,747,0.079,27128,484728,11,0,0,0,0,0,2,-2,0,,38.7214,13,11/02/2022
11/02/2022,Windham,116419,29989,475751,329,59,658,75,644,0.1165,34024,433386,14,6,3,0,1,2,8,-2,1,0.1667,50.679,15,11/02/2022
11/03/2022,Fairfield,957418,247966,4318812,2839,556,7659,641,7576,0.0846,270776,3789470,83,89,39,5,34,11,89,0,39,0.4382,58.0729,1,11/03/2022
11/03/2022,Hartford,899499,221867,4197620,3294,437,7058,534,6971,0.0766,240291,3734467,87,127,69,5,32,21,123,4,37,0.2913,48.5826,3,11/03/2022
11/03/2022,Litchfield,185186,39012,765484,488,91,1186,104,1167,0.0891,40249,681811,19,9,6,0,0,3,13,-4,0,0,49.1398,5,11/03/2022
11/03/2022,Middlesex,164245,36392,965704,511,113,1373,122,1341,0.091,39871,899355,32,14,11,0,1,2,15,-1,1,0.0714,68.7997,7,11/03/2022
11/03/2022,New Haven,864835,240777,4751261,2980,536,11044,725,10964,0.0661,261932,4282236,80,93,56,3,25,9,113,-20,28,0.3011,61.9771,9,11/03/2022
11/03/2022,New London,268554,69340,1416719,730,192,3329,214,3305,0.0648,74914,1289449,24,25,12,2,6,5,30,-5,8,0.32,71.494,11,11/03/2022
11/03/2022,not_available,,2978,103700,8,5,121,6,121,0.0496,3014,92237,0,,,,,,,,,,,,11/03/2022
11/03/2022,Tolland,149788,26109,530313,299,50,787,59,779,0.0757,27141,484987,8,1,1,0,0,0,2,-1,0,0,33.3805,13,11/03/2022
11/03/2022,Windham,116419,30000,476011,329,55,656,74,645,0.1147,34039,433644,11,5,3,0,0,2,4,1,0,0,47.2431,15,11/03/2022
11/04/2022,Windham,116419,30012,476151,329,51,678,72,673,0.107,34053,433785,5,6,4,1,0,1,6,0,1,0.1667,43.8073,15,11/04/2022
11/04/2022,Fairfield,957418,248086,4320604,2839,557,8029,645,7948,0.0812,270939,3791245,81,100,48,3,34,15,90,10,37,0.37,58.1773,1,11/04/2022
11/04/2022,Hartford,899499,221965,4199029,3294,413,6720,506,6643,0.0762,240418,3735871,77,121,74,4,27,16,123,-2,31,0.2562,45.9144,3,11/04/2022
11/04/2022,Litchfield,185186,39020,765765,488,78,1182,87,1162,0.0749,40261,682080,20,9,6,0,0,3,15,-6,0,0,42.1198,5,11/04/2022
11/04/2022,Middlesex,164245,36414,966023,511,112,1401,118,1367,0.0863,39900,899657,34,16,10,0,1,5,19,-3,1,0.0625,68.1908,7,11/04/2022
11/04/2022,New Haven,864835,240885,4753128,2980,538,10653,744,10565,0.0704,262072,4284058,88,89,44,3,32,10,104,-15,35,0.3933,62.2084,9,11/04/2022
11/04/2022,New London,268554,69365,1417066,730,189,3089,205,3065,0.0669,74937,1289793,24,30,16,2,8,4,30,0,10,0.3333,70.3769,11,11/04/2022
11/04/2022,not_available,,2982,103771,8,7,124,7,124,0.0565,3015,92297,0,,,,,,,,,,,,11/04/2022
11/04/2022,Tolland,149788,26121,531025,299,51,1360,75,1352,0.0555,27169,485703,8,1,1,0,0,0,2,-1,0,0,34.0481,13,11/04/2022
11/05/2022,Fairfield,957418,248179,4322130,2839,574,8429,652,8343,0.0781,271030,3792753,86,94,43,3,35,13,89,5,38,0.4043,59.9529,1,11/05/2022
11/05/2022,Hartford,899499,222066,4200598,3294,415,7073,491,6995,0.0702,240517,3737403,78,119,69,3,26,21,125,-6,29,0.2437,46.1368,3,11/05/2022
11/05/2022,Litchfield,185186,39039,765995,488,83,1209,87,1185,0.0734,40278,682306,24,9,4,0,1,4,13,-4,1,0.1111,44.8198,5,11/05/2022
11/05/2022,Middlesex,164245,36435,966304,511,113,1488,116,1453,0.0798,39918,899937,35,20,4,9,1,6,20,0,10,0.5,68.7997,7,11/05/2022
11/05/2022,New Haven,864835,241043,4755327,2980,606,10955,804,10862,0.074,262282,4286225,93,97,52,2,35,8,93,4,37,0.3814,70.0712,9,11/05/2022
11/05/2022,New London,268554,69390,1417546,730,184,3034,194,3013,0.0644,74972,1290269,21,26,14,1,6,5,28,-2,7,0.2692,68.5151,11,11/05/2022
11/05/2022,not_available,,2988,103824,8,8,126,7,125,0.056,3023,92369,1,,,,,,,,,,,,11/05/2022
11/05/2022,Tolland,149788,26148,531160,299,61,1381,85,1375,0.0618,27198,485832,6,1,1,0,0,0,1,0,0,0,40.7242,13,11/05/2022
11/05/2022,Windham,116419,30079,477173,329,47,683,67,678,0.0988,34153,434805,5,5,4,0,0,1,7,-2,0,0,40.3714,15,11/05/2022
11/06/2022,Fairfield,957418,248237,4323119,2839,577,8656,661,8570,0.0771,271102,3793735,86,96,45,1,38,12,93,3,39,0.4062,60.2663,1,11/06/2022
11/06/2022,Hartford,899499,222131,4202547,3294,443,8229,539,8161,0.066,240607,3739361,68,105,70,2,24,9,114,-9,26,0.2476,49.2496,3,11/06/2022
11/06/2022,Litchfield,185186,39050,766181,488,86,1260,87,1236,0.0704,40288,682492,24,12,6,1,2,3,12,0,3,0.25,46.4398,5,11/06/2022
11/06/2022,Middlesex,164245,36445,966528,511,103,1520,107,1485,0.0721,39933,900158,35,12,1,0,0,11,13,-1,0,0,62.7112,7,11/06/2022
11/06/2022,New Haven,864835,241101,4756892,2980,601,11341,796,11252,0.0707,262367,4287785,89,98,52,3,33,10,91,7,36,0.3673,69.493,9,11/06/2022
11/06/2022,New London,268554,69411,1417864,730,174,3069,185,3053,0.0606,74991,1290585,16,25,12,1,8,4,23,2,9,0.36,64.7914,11,11/06/2022
11/06/2022,not_available,,2986,103848,8,8,134,8,133,0.0602,3021,92381,1,,,,,,,,,,,,11/06/2022
11/06/2022,Tolland,149788,26150,531360,299,62,1486,84,1480,0.0568,27202,486037,6,1,1,0,0,0,2,-1,0,0,41.3918,13,11/06/2022
11/06/2022,Windham,116419,30083,477195,329,43,726,61,721,0.0846,34162,434827,5,6,4,0,0,2,6,0,0,0,36.9356,15,11/06/2022
11/07/2022,Fairfield,957418,248293,4324127,2839,585,8944,675,8868,0.0761,271176,3794741,76,97,49,2,34,12,90,7,36,0.3711,61.1018,1,11/07/2022
11/07/2022,Hartford,899499,222171,4203529,3294,443,8698,540,8636,0.0625,240659,3740350,62,109,69,3,26,11,112,-3,29,0.2661,49.2496,3,11/07/2022
11/07/2022,Litchfield,185186,39055,766257,488,85,1283,88,1261,0.0698,40296,682569,22,12,7,0,2,3,10,2,2,0.1667,45.8998,5,11/07/2022
11/07/2022,Middlesex,164245,36455,966738,511,102,1562,107,1529,0.07,39946,900358,33,13,9,1,0,3,10,3,1,0.0769,62.1023,7,11/07/2022
11/07/2022,New Haven,864835,241168,4758134,2980,591,11593,803,11515,0.0697,262465,4289042,78,104,56,3,33,12,90,14,36,0.3462,68.3367,9,11/07/2022
11/07/2022,New London,268554,69415,1418148,730,171,3134,186,3119,0.0596,75010,1290869,15,23,11,1,7,4,24,-1,8,0.3478,63.6743,11,11/07/2022
11/07/2022,not_available,,2985,103850,8,10,129,10,128,0.0781,3025,92369,1,,,,,,,,,,,,11/07/2022
11/07/2022,Tolland,149788,26156,531381,299,64,1501,84,1495,0.0562,27207,486058,6,1,1,0,0,0,2,-1,0,0,42.7271,13,11/07/2022
11/07/2022,Windham,116419,30087,477535,329,42,760,61,757,0.0806,34164,435166,3,5,3,0,0,2,10,-5,0,0,36.0766,15,11/07/2022
11/08/2022,Fairfield,957418,248409,4325785,2839,596,8817,688,8727,0.0788,271306,3796384,90,94,48,1,33,12,90,4,34,0.3617,62.2508,1,11/08/2022
11/08/2022,Hartford,899499,222258,4204752,3291,433,8272,526,8207,0.0641,240766,3741537,65,101,68,2,21,10,118,-17,23,0.2277,48.1379,3,11/08/2022
11/08/2022,Litchfield,185186,39080,766445,488,89,1212,95,1191,0.0798,40320,682751,21,11,5,1,2,3,11,0,3,0.2727,48.0598,5,11/08/2022
11/08/2022,Middlesex,164245,36478,967064,512,100,1521,104,1484,0.0701,39962,900684,37,13,9,1,0,3,12,1,1,0.0769,60.8847,7,11/08/2022
11/08/2022,New Haven,864835,241261,4759719,2982,602,10634,776,10534,0.0737,262569,4290574,100,103,57,3,29,14,90,13,32,0.3107,69.6087,9,11/08/2022
11/08/2022,New London,268554,69441,1418594,730,143,2493,153,2472,0.0619,75033,1291304,21,25,13,1,8,3,26,-1,9,0.36,53.2481,11,11/08/2022
11/08/2022,not_available,,2991,103857,8,9,115,10,114,0.0877,3023,92385,1,,,,,,,,,,,,11/08/2022
11/08/2022,Tolland,149788,26163,531603,298,62,1474,84,1469,0.0572,27216,486276,5,1,1,0,0,0,2,-1,0,0,41.3918,13,11/08/2022
11/08/2022,Windham,116419,30091,477411,329,39,683,57,681,0.0837,34176,435042,2,6,4,0,0,2,6,0,0,0,33.4997,15,11/08/2022
11/09/2022,Tolland,149788,26188,531889,301,51,983,66,978,0.0675,27248,486560,5,0,0,0,0,0,0,0,0,,34.0481,13,11/09/2022
11/09/2022,Windham,116419,30107,477471,330,46,682,66,679,0.0972,34197,435099,3,5,4,0,0,1,6,-1,0,0,39.5125,15,11/09/2022
11/09/2022,Fairfield,957418,248519,4327494,2849,570,8926,674,8849,0.0762,271451,3798080,77,116,63,1,34,18,91,25,35,0.3017,59.5351,1,11/09/2022
11/09/2022,Hartford,899499,222396,4206729,3305,474,8674,554,8591,0.0645,240918,3743487,83,109,64,1,28,16,128,-19,29,0.2661,52.696,3,11/09/2022
11/09/2022,Litchfield,185186,39102,766806,492,81,1247,97,1226,0.0791,40350,683099,21,11,6,1,1,3,10,1,2,0.1818,43.7398,5,11/09/2022
11/09/2022,Middlesex,164245,36508,967380,515,100,1520,103,1487,0.0693,39995,900996,33,11,7,1,1,2,17,-6,2,0.1818,60.8847,7,11/09/2022
11/09/2022,New Haven,864835,241378,4762069,2994,573,10565,757,10475,0.0723,262735,4292909,90,101,50,5,32,14,91,10,37,0.3663,66.2554,9,11/09/2022
11/09/2022,New London,268554,69466,1419027,733,133,2389,151,2368,0.0638,75062,1291735,21,25,12,2,8,3,22,3,10,0.4,49.5245,11,11/09/2022
11/09/2022,not_available,,2993,103880,8,11,115,10,112,0.0893,3029,92404,3,,,,,,,,,,,,11/09/2022
11/10/2022,Fairfield,957418,248625,4329111,2849,559,8657,678,8585,0.079,271597,3799691,72,119,66,1,35,17,89,30,36,0.3025,58.3862,1,11/10/2022
11/10/2022,Hartford,899499,222509,4208358,3305,481,8015,551,7919,0.0696,241040,3745080,96,107,63,1,29,14,127,-20,30,0.2804,53.4742,3,11/10/2022
11/10/2022,Litchfield,185186,39129,767062,492,92,1268,95,1234,0.077,40363,683336,34,7,4,0,1,2,9,-2,1,0.1429,49.6798,5,11/10/2022
11/10/2022,Middlesex,164245,36530,967678,515,102,1496,107,1461,0.0732,40020,901281,35,15,9,2,2,2,14,1,4,0.2667,62.1023,7,11/10/2022
11/10/2022,New Haven,864835,241486,4763961,2994,551,10461,718,10376,0.0692,262864,4294783,85,87,44,4,28,11,93,-6,32,0.3678,63.7116,9,11/10/2022
11/10/2022,New London,268554,69503,1419445,733,139,2353,165,2334,0.0707,75107,1292149,19,29,13,2,11,3,25,4,13,0.4483,51.7587,11,11/10/2022
11/10/2022,not_available,,2995,103860,8,9,106,8,103,0.0777,3028,92383,3,,,,,,,,,,,,11/10/2022
11/10/2022,Tolland,149788,26199,532082,301,48,797,65,794,0.0819,27264,486753,3,0,0,0,0,0,1,-1,0,,32.0453,13,11/10/2022
11/10/2022,Windham,116419,30143,478044,331,55,836,77,832,0.0925,34254,435672,4,4,3,0,0,1,5,-1,0,0,47.2431,15,11/10/2022
11/11/2022,Fairfield,957418,248835,4331111,2853,585,8739,713,8659,0.0823,271862,3801657,80,98,58,3,22,15,100,-2,25,0.2551,61.1018,1,11/11/2022
11/11/2022,Hartford,899499,223020,4210456,3306,611,7359,529,7059,0.0749,241154,3746578,300,101,59,0,25,17,121,-20,25,0.2475,67.9267,3,11/11/2022
11/11/2022,Litchfield,185186,39191,767448,492,109,1337,102,1275,0.08,40394,683660,62,6,3,0,2,1,9,-3,2,0.3333,58.8597,5,11/11/2022
11/11/2022,Middlesex,164245,36552,967943,515,106,1454,105,1417,0.0741,40039,901532,37,17,9,1,2,5,16,1,3,0.1765,64.5377,7,11/11/2022
11/11/2022,New Haven,864835,241710,4766126,2997,583,10534,727,10420,0.0698,263053,4296807,114,85,42,3,27,13,89,-4,30,0.3529,67.4117,9,11/11/2022
11/11/2022,New London,268554,69607,1419997,733,172,2425,160,2354,0.068,75139,1292567,71,28,11,1,12,4,30,-2,13,0.4643,64.0467,11,11/11/2022
11/11/2022,not_available,,3002,103905,8,12,106,12,102,0.1176,3034,92435,4,,,,,,,,,,,,11/11/2022
11/11/2022,Tolland,149788,26239,532284,302,59,816,65,798,0.0815,27276,486902,18,0,0,0,0,0,1,-1,0,,39.389,13,11/11/2022
11/11/2022,Windham,116419,30164,478351,331,58,839,73,821,0.0889,34258,435954,18,1,0,0,0,1,6,-5,0,0,49.82,15,11/11/2022
11/12/2022,Fairfield,957418,248880,4332460,2853,536,8520,671,8451,0.0794,271924,3803007,69,99,59,2,23,15,94,5,25,0.2525,55.9839,1,11/12/2022
11/12/2022,Hartford,899499,223067,4211485,3306,516,6998,466,6768,0.0689,241219,3747609,230,94,59,1,21,13,119,-25,22,0.234,57.3653,3,11/12/2022
11/12/2022,Litchfield,185186,39200,767656,492,90,1267,92,1215,0.0757,40406,683867,52,7,3,0,2,2,9,-2,2,0.2857,48.5998,5,11/12/2022
11/12/2022,Middlesex,164245,36566,968150,515,99,1357,105,1327,0.0791,40056,901746,30,17,8,1,2,6,20,-3,3,0.1765,60.2758,7,11/12/2022
11/12/2022,New Haven,864835,241789,4768015,2997,564,10578,705,10473,0.0673,263146,4298670,105,83,44,2,28,9,97,-14,30,0.3614,65.2148,9,11/12/2022
11/12/2022,New London,268554,69631,1420332,733,165,2335,161,2273,0.0708,75162,1292905,62,23,11,0,9,3,26,-3,9,0.3913,61.4402,11,11/12/2022
11/12/2022,not_available,,3002,103933,8,11,104,11,101,0.1089,3035,92451,3,,,,,,,,,,,,11/12/2022
11/12/2022,Tolland,149788,26243,532376,302,49,738,59,725,0.0814,27284,486993,13,0,0,0,0,0,1,-1,0,,32.7129,13,11/12/2022
11/12/2022,Windham,116419,30173,478409,331,61,774,68,758,0.0897,34272,436011,16,2,0,0,1,1,5,-3,1,0.5,52.3969,15,11/12/2022
11/13/2022,Fairfield,957418,248937,4333597,2853,517,8585,660,8529,0.0774,272012,3804142,56,98,58,3,20,17,96,2,23,0.2347,53.9994,1,11/13/2022
11/13/2022,Hartford,899499,223121,4212408,3306,491,7018,465,6829,0.0681,241283,3748518,189,94,56,1,24,13,105,-11,25,0.266,54.5859,3,11/13/2022
11/13/2022,Litchfield,185186,39209,767774,492,82,1266,94,1227,0.0766,40419,683983,39,7,2,0,4,1,12,-5,4,0.5714,44.2798,5,11/13/2022
11/13/2022,Middlesex,164245,36578,968357,515,94,1313,97,1281,0.0757,40069,901950,32,14,6,2,2,4,12,2,4,0.2857,57.2316,7,11/13/2022
11/13/2022,New Haven,864835,241839,4769584,2997,519,10882,662,10797,0.0613,263232,4300244,85,91,47,2,30,12,98,-7,32,0.3516,60.0114,9,11/13/2022
11/13/2022,New London,268554,69651,1420730,733,162,2392,166,2342,0.0709,75187,1293299,50,28,15,1,9,3,25,3,10,0.3571,60.3231,11,11/13/2022
11/13/2022,not_available,,2998,103898,8,8,102,10,100,0.1,3030,92430,2,,,,,,,,,,,,11/13/2022
11/13/2022,Tolland,149788,26251,532448,302,51,729,64,721,0.0888,27292,487065,8,0,0,0,0,0,1,-1,0,,34.0481,13,11/13/2022
11/13/2022,Windham,116419,30177,478420,331,60,805,73,794,0.0919,34282,436024,11,5,2,0,2,1,6,-1,2,0.4,51.538,15,11/13/2022
11/14/2022,Fairfield,957418,248969,4334042,2853,480,8106,628,8065,0.0779,272060,3804589,41,98,58,4,21,15,97,1,25,0.2551,50.1348,1,11/14/2022
11/14/2022,Hartford,899499,223137,4212730,3306,432,6640,439,6505,0.0675,241308,3748859,135,97,60,1,23,13,109,-12,24,0.2474,48.0267,3,11/14/2022
11/14/2022,Litchfield,185186,39217,767921,492,67,1209,84,1185,0.0709,40428,684128,24,9,4,0,3,2,12,-3,3,0.3333,36.1798,5,11/14/2022
11/14/2022,Middlesex,164245,36585,968399,515,84,1271,93,1249,0.0745,40078,901982,22,13,5,2,2,4,13,0,4,0.3077,51.1431,7,11/14/2022
11/14/2022,New Haven,864835,241870,4770128,2997,478,10304,631,10242,0.0616,263261,4300788,62,101,53,4,34,10,104,-3,38,0.3762,55.2707,9,11/14/2022
11/14/2022,New London,268554,69658,1420811,733,150,2209,157,2168,0.0724,75198,1293381,41,24,14,0,7,3,23,1,7,0.2917,55.8547,11,11/14/2022
11/14/2022,not_available,,3001,103946,8,8,89,10,87,0.1149,3035,92461,2,,,,,,,,,,,,11/14/2022
11/14/2022,Tolland,149788,26253,532485,302,43,706,56,700,0.08,27297,487104,6,0,0,0,0,0,1,-1,0,,28.7072,13,11/14/2022
11/14/2022,Windham,116419,30186,478395,331,58,755,68,745,0.0913,34290,435999,10,7,1,0,3,3,5,2,3,0.4286,49.82,15,11/14/2022
11/15/2022,Fairfield,957418,249156,4336525,2857,536,8343,661,8262,0.08,272254,3806975,81,105,55,3,28,19,94,11,31,0.2952,55.9839,1,11/15/2022
11/15/2022,Hartford,899499,223396,4214991,3309,554,7042,443,6728,0.0658,241435,3750854,314,91,57,2,22,10,101,-10,24,0.2637,61.5898,3,11/15/2022
11/15/2022,Litchfield,185186,39266,768260,494,102,1279,91,1235,0.0737,40455,684435,44,7,2,0,3,2,11,-4,3,0.4286,55.0798,5,11/15/2022
11/15/2022,Middlesex,164245,36612,968708,516,92,1237,95,1207,0.0787,40101,902285,30,17,8,2,3,4,13,4,5,0.2941,56.0139,7,11/15/2022
11/15/2022,New Haven,864835,242084,4772739,2998,529,10439,639,10333,0.0618,263505,4303369,106,92,48,4,31,9,103,-11,35,0.3804,61.1677,9,11/15/2022
11/15/2022,New London,268554,69736,1421560,733,184,2445,167,2363,0.0707,75253,1294079,82,20,10,0,7,3,25,-5,7,0.35,68.5151,11,11/15/2022
11/15/2022,not_available,,3002,103963,8,8,104,10,103,0.0971,3035,92478,1,,,,,,,,,,,,11/15/2022
11/15/2022,Tolland,149788,26279,532683,302,51,715,56,700,0.08,27316,487286,15,0,0,0,0,0,1,-1,0,,34.0481,13,11/15/2022
11/15/2022,Windham,116419,30191,478737,332,47,682,60,673,0.0892,34296,436337,9,7,0,0,4,3,6,1,4,0.5714,40.3714,15,11/15/2022
11/16/2022,Fairfield,957418,249270,4338196,2858,539,8495,659,8418,0.0783,272404,3808635,77,107,51,2,35,19,116,-9,37,0.3458,56.2972,1,11/16/2022
11/16/2022,Hartford,899499,223490,4216542,3314,523,6982,434,6699,0.0648,241546,3752392,283,92,53,2,26,11,109,-17,28,0.3043,58.1435,3,11/16/2022
11/16/2022,Litchfield,185186,39293,768527,494,105,1241,99,1203,0.0823,40478,684695,38,6,2,0,3,1,11,-5,3,0.5,56.6998,5,11/16/2022
11/16/2022,Middlesex,164245,36625,968888,516,86,1200,94,1176,0.0799,40116,902465,24,15,7,3,4,1,11,4,7,0.4667,52.3608,7,11/16/2022
11/16/2022,New Haven,864835,242160,4774585,3002,530,10138,650,10049,0.0647,263613,4305198,89,91,49,3,31,8,101,-10,34,0.3736,61.2834,9,11/16/2022
11/16/2022,New London,268554,69768,1422072,733,180,2475,168,2410,0.0697,75285,1294587,65,21,12,0,6,3,25,-4,6,0.2857,67.0256,11,11/16/2022
11/16/2022,not_available,,3006,103955,8,7,113,13,113,0.115,3042,92455,0,,,,,,,,,,,,11/16/2022
11/16/2022,Tolland,149788,26286,532875,302,45,635,47,620,0.0758,27323,487478,15,0,0,0,0,0,0,0,0,,30.0425,13,11/16/2022
11/16/2022,Windham,116419,30214,478782,332,62,767,71,755,0.094,34323,436377,12,7,2,0,2,3,5,2,2,0.2857,53.2559,15,11/16/2022
11/17/2022,Fairfield,957418,249385,4339816,2858,562,8544,690,8470,0.0815,272548,3810233,74,99,46,2,33,18,119,-20,35,0.3535,58.6995,1,11/17/2022
11/17/2022,Hartford,899499,223563,4218272,3314,496,6924,441,6683,0.066,241638,3754090,241,106,54,4,31,17,107,-1,35,0.3302,55.1418,3,11/17/2022
11/17/2022,Litchfield,185186,39313,768808,494,99,1183,91,1151,0.0791,40491,684961,32,7,3,0,4,0,7,0,4,0.5714,53.4598,5,11/17/2022
11/17/2022,Middlesex,164245,36647,969199,516,88,1220,94,1194,0.0787,40141,902769,26,11,6,1,4,0,15,-4,5,0.4545,53.5785,7,11/17/2022
11/17/2022,New Haven,864835,242257,4776570,3002,520,9587,636,9501,0.0669,263753,4307175,86,78,39,3,29,7,87,-9,32,0.4103,60.1271,9,11/17/2022
